consecutive_number,Clock points,No Damage,Top,Undercarriage,Unknown
320038,13,0,2,2,0
320039,2,0,1,0,0
320040,16,0,2,1,0
320041,0,1,0,0,0
320042,11,0,0,1,0
320043,17,0,3,1,0
320044,12,0,1,1,0
320045,12,0,1,1,0
320046,11,0,1,0,0
320047,18,0,2,1,0
320048,10,0,2,0,0
320049,1,0,1,0,0
320050,15,0,2,1,0
320051,12,0,1,0,0
320052,15,0,0,1,0
320053,3,0,1,0,0
320054,9,0,1,1,0
320055,0,1,0,0,0
320056,27,0,3,2,0
320057,25,0,2,1,0
320058,13,0,2,0,0
320059,1,0,1,0,0
320060,16,0,0,0,0
320061,2,0,1,0,0
320062,12,0,1,1,0
320063,12,0,1,1,0
320064,14,0,1,1,0
320065,18,0,2,2,0
320066,12,0,1,1,0
320067,12,0,1,1,0
320068,17,0,2,2,0
320069,12,0,1,0,0
320070,11,0,1,0,0
320071,12,0,1,1,0
320072,12,0,1,0,0
320073,3,0,1,0,0
320074,1,0,1,0,0
320075,1,0,1,0,0
320076,2,0,0,0,0
320077,12,0,2,0,0
320078,7,0,0,0,0
320079,17,0,2,0,0
320080,2,0,0,0,0
320081,1,0,0,0,0
320082,23,0,1,1,0
320083,22,0,2,0,0
320084,10,0,1,0,0
320085,2,0,0,0,0
320086,9,0,1,0,0
320087,13,0,1,1,0
320088,1,0,0,0,0
320089,17,0,1,2,0
320090,5,0,0,0,0
320091,12,0,1,1,0
320092,12,0,1,1,0
320093,11,0,0,0,0
320094,11,0,0,0,0
320095,12,0,0,0,0
320096,1,0,1,0,0
320097,27,0,1,2,0
320098,1,0,0,0,0
320099,16,0,2,1,0
320100,3,0,0,0,0
320101,1,0,1,0,0
320102,8,0,2,1,0
320103,7,0,0,0,0
320104,12,0,1,1,0
320105,1,0,1,0,0
320106,12,0,1,1,0
320107,7,0,1,0,0
320108,10,0,2,0,0
320109,10,0,1,0,0
320110,29,0,3,1,0
320111,22,0,2,1,0
320112,11,0,0,0,0
320113,21,0,2,1,0
320114,12,0,1,1,0
320115,11,0,1,1,0
320116,14,0,2,0,0
320117,8,0,1,1,0
320118,4,0,0,0,0
320119,1,0,1,0,0
320120,4,0,0,0,0
320121,25,0,0,1,0
320122,1,0,0,0,0
320123,7,0,1,2,0
320124,13,0,1,1,0
320125,3,0,0,0,0
320126,15,0,2,1,0
320127,16,0,3,2,0
320128,0,1,0,0,0
320129,10,0,2,2,0
320130,15,0,1,0,0
320131,11,0,1,0,0
320132,0,1,0,0,0
320133,2,0,1,0,0
320134,12,0,1,1,0
320135,33,0,4,3,0
320136,5,0,0,0,0
320138,30,0,2,0,0
320139,3,0,0,0,0
320140,17,0,1,2,0
320141,15,0,1,0,0
320142,6,0,0,0,0
320143,12,0,0,0,0
320144,2,0,0,0,0
320145,1,0,0,0,0
320146,12,0,1,0,0
320147,12,0,1,0,0
320148,5,0,0,1,0
320149,13,0,1,0,0
320150,12,0,1,1,0
320151,23,0,2,2,0
320152,8,0,1,1,0
320153,12,0,1,1,0
320154,12,0,1,1,0
320155,12,0,1,1,0
320156,5,0,1,0,0
320157,12,0,1,1,0
320158,8,0,1,1,0
320159,12,0,1,1,0
320160,12,0,1,0,0
320161,11,0,0,0,0
320162,1,0,0,0,0
320163,12,0,1,0,0
320164,15,0,1,0,0
320165,2,0,0,0,0
320166,5,0,1,1,0
320167,12,0,1,0,0
320168,6,0,1,0,0
320169,12,0,1,1,0
320170,1,0,0,0,0
320171,13,0,2,0,0
320172,11,0,0,1,0
320173,11,0,1,0,0
320174,1,0,0,0,0
320175,1,0,1,0,0
320176,1,0,1,0,0
320177,12,0,1,0,0
320178,13,0,0,0,0
320179,6,0,1,0,0
320180,2,0,0,0,0
320181,1,0,0,0,0
320182,12,0,1,1,0
320183,16,0,3,2,0
320184,12,0,0,1,0
320185,3,0,1,0,0
320186,15,0,1,2,0
320187,16,0,0,0,0
320188,1,0,1,0,0
320189,11,0,1,0,0
320190,1,0,1,0,0
320191,1,0,1,0,0
320192,12,0,1,1,0
320193,1,0,0,0,0
320194,3,0,1,0,0
320195,12,0,1,1,0
320196,12,0,1,1,0
320197,13,0,2,2,0
320198,6,0,0,0,0
320199,12,0,1,1,0
320200,14,0,1,1,0
320201,12,0,1,1,0
320202,2,0,1,0,0
320203,9,0,2,0,0
320204,2,0,0,0,0
320205,7,0,0,0,0
320206,11,0,0,0,0
320207,15,0,0,1,0
320208,12,0,0,1,0
320209,10,0,1,0,0
320210,2,0,1,0,0
320211,12,0,1,1,0
320212,12,0,0,0,0
320213,12,0,1,0,0
320214,6,1,1,0,0
320215,6,0,0,0,0
320216,2,0,0,0,0
320217,1,0,0,0,0
320218,1,0,0,0,1
320219,0,1,0,0,0
320220,1,0,1,0,0
320221,11,0,0,0,0
320222,3,0,1,0,0
320223,1,0,0,0,0
320224,2,0,0,0,0
320225,11,0,1,2,0
320226,12,0,1,1,0
320227,7,0,0,0,0
320228,12,0,1,0,0
320229,13,0,1,0,0
320230,3,0,0,0,0
320231,2,0,0,0,0
320232,1,0,0,0,0
320233,1,0,1,0,0
320234,12,0,1,1,0
320235,1,0,0,0,0
320236,8,0,1,0,0
320237,3,0,1,0,0
320238,10,0,1,2,0
320239,12,0,2,1,0
320240,0,1,0,0,0
320241,2,0,0,0,0
320242,2,0,0,0,0
320243,2,0,1,0,0
320244,12,0,1,0,0
320245,2,0,1,0,0
320246,15,0,2,2,0
320247,2,0,1,0,0
320248,6,0,0,0,0
320249,24,0,2,2,0
320250,30,0,3,2,0
320251,12,0,1,1,0
320252,1,0,0,0,0
320253,7,0,1,1,0
320254,11,0,0,0,0
320255,12,0,1,0,0
320256,12,0,1,0,0
320257,5,0,1,1,0
320258,12,0,1,1,0
320259,2,0,0,0,0
320260,2,0,0,0,0
320261,5,0,0,0,0
320262,4,0,1,0,0
320263,8,0,1,1,0
320264,9,0,0,0,0
320265,14,0,1,0,0
320266,15,0,1,1,0
320267,2,0,0,0,0
320268,2,0,1,0,0
320269,9,0,2,1,0
320270,1,0,1,0,0
320271,14,0,1,2,0
320272,16,0,2,1,0
320273,4,0,0,1,0
320274,7,0,1,0,0
320275,3,0,1,0,0
320276,11,0,1,1,0
320277,8,0,0,0,0
320278,0,1,0,0,0
320279,6,0,1,0,0
320280,14,0,2,1,0
320281,17,0,2,0,0
320282,12,0,2,0,0
320283,12,0,1,1,0
320284,12,0,1,1,0
320285,12,0,1,1,0
320286,5,0,0,0,0
320287,0,0,0,0,1
320288,10,0,0,0,0
320289,1,0,0,0,0
320290,1,0,0,0,0
320291,11,0,1,0,0
320292,12,0,1,1,0
320293,15,0,2,0,0
320294,8,0,1,0,0
320295,19,0,0,0,0
320296,12,0,1,1,0
320297,1,0,0,0,0
330001,9,0,1,0,0
330002,1,0,1,0,0
330003,5,0,1,0,0
330004,2,0,0,0,0
330005,7,0,1,0,0
330006,12,0,0,0,0
330007,1,0,1,0,0
330008,5,0,1,0,0
330009,7,0,1,0,0
330010,7,0,0,0,0
330011,1,0,0,0,0
330012,1,0,0,0,0
330013,12,0,1,0,0
330014,12,0,1,1,0
330015,10,0,1,0,0
330016,5,0,0,0,0
330017,5,0,1,0,0
330018,4,0,1,0,0
330019,1,0,0,1,0
330020,7,0,0,0,0
330021,0,0,1,0,0
330022,11,0,1,0,0
330023,6,0,0,0,0
330024,6,0,1,0,0
330025,4,0,0,0,0
330026,14,0,1,0,0
330027,10,0,1,0,0
330028,9,0,0,0,0
330029,12,0,0,0,0
330030,12,0,1,0,0
330031,9,0,0,0,0
330032,12,0,1,0,0
330033,12,0,1,0,0
330034,5,0,1,1,0
330035,14,0,2,2,0
330036,5,0,0,0,0
330037,5,0,1,0,0
330038,12,0,1,0,0
330039,4,0,1,0,0
330040,1,0,1,0,0
330041,0,1,0,0,0
330042,12,0,2,0,0
330043,6,0,1,0,0
330044,12,0,1,0,0
330045,6,0,1,0,0
330046,12,0,1,0,0
330047,8,0,0,0,0
330048,14,0,0,0,0
330049,7,0,1,0,0
330050,9,0,0,0,0
330051,9,0,1,0,0
330052,13,0,1,0,0
330053,12,0,1,0,0
330054,12,0,1,0,0
330055,6,0,0,0,0
330056,7,0,0,0,1
330057,7,0,1,0,0
330058,4,0,0,0,0
330059,9,0,0,0,0
330060,1,0,1,0,0
330061,11,0,0,0,0
330062,12,0,1,0,0
330063,11,0,1,0,0
330064,13,0,1,0,0
330065,9,0,1,0,0
330066,6,0,1,0,0
330067,9,0,0,0,0
330068,0,1,0,0,0
330069,7,0,0,0,0
330070,1,0,1,0,0
330071,12,0,1,0,0
330072,12,0,0,0,0
330073,8,0,0,0,0
330074,7,0,0,0,0
330075,8,0,1,0,0
330076,8,0,1,0,0
330077,7,0,1,0,0
330078,0,1,0,0,0
330079,7,0,1,0,0
330080,9,0,1,0,0
330081,11,0,1,0,0
330082,5,0,1,0,0
330083,11,0,0,0,0
330084,10,0,0,0,0
330085,7,0,0,0,0
330086,3,0,1,0,0
330087,6,0,0,0,0
330088,16,0,0,0,0
330089,8,0,1,0,0
330090,8,0,1,0,0
330091,1,0,1,0,0
330092,12,0,1,0,0
330093,1,0,1,0,0
330094,9,0,1,0,0
330095,12,0,1,0,0
330096,1,0,0,0,0
330097,12,0,1,0,0
330098,7,0,1,0,0
330099,12,0,1,1,0
330100,25,0,0,1,0
330101,8,0,1,0,0
330102,22,0,1,0,0
330103,5,0,1,0,0
340001,6,0,0,0,0
340002,1,0,0,0,0
340003,8,0,1,1,0
340004,2,0,0,0,0
340005,11,0,1,0,0
340006,5,0,0,0,0
340007,1,0,1,0,0
340008,5,0,0,0,0
340009,2,0,0,0,0
340010,0,0,0,0,1
340011,2,0,0,0,0
340012,7,0,0,0,0
340013,1,0,0,0,0
340014,2,0,0,0,0
340015,2,0,0,0,0
340016,2,0,0,0,0
340017,3,0,0,0,0
340018,2,0,0,0,0
340019,1,0,0,0,0
340020,1,0,0,0,0
340021,2,0,0,0,0
340022,1,0,0,0,0
340023,2,0,1,0,0
340024,1,0,0,0,0
340025,2,0,0,0,0
340027,3,0,0,0,0
340028,9,0,0,0,0
340029,2,0,0,0,0
340030,3,0,1,0,0
340031,1,0,0,0,0
340032,1,0,0,0,0
340033,2,0,0,0,0
340034,1,0,1,0,0
340035,1,0,0,0,0
340036,1,0,1,0,0
340037,6,0,0,0,0
340038,6,0,0,0,0
340039,1,0,0,0,0
340040,1,0,0,0,0
340041,2,0,0,0,0
340042,2,0,0,0,0
340043,2,0,0,0,0
340044,8,0,0,0,0
340045,7,0,0,0,0
340046,4,0,0,0,0
340047,0,0,0,0,1
340048,3,0,0,0,0
340049,1,0,0,0,0
340050,2,0,0,0,0
340051,3,0,0,0,0
340052,1,0,0,0,0
340053,5,0,1,0,0
340054,3,0,0,0,0
340055,2,0,0,0,0
340056,1,0,0,0,0
340057,1,0,0,0,0
340058,2,0,0,0,0
340059,1,0,1,1,0
340060,0,0,0,0,1
340061,3,0,0,0,0
340062,7,0,0,0,0
340063,1,0,0,0,0
340064,1,0,0,0,0
340065,1,0,0,0,0
340066,5,0,0,0,0
340067,1,0,0,0,0
340068,6,0,0,0,0
340069,7,0,0,0,0
340070,6,0,1,0,0
340071,1,0,0,0,0
340072,4,0,0,0,0
340073,12,0,1,1,0
340074,1,0,0,0,0
340075,7,0,0,1,0
340076,1,0,0,0,0
340077,1,0,0,0,0
340078,1,0,0,0,0
340079,1,0,0,0,0
340080,7,0,0,0,0
340081,1,0,0,0,0
340082,2,0,0,0,0
340083,2,0,0,0,0
340084,1,0,0,0,0
340085,1,0,0,0,0
340086,2,0,0,0,0
340087,6,0,0,0,0
340088,1,0,1,0,0
340089,13,0,1,1,0
340090,1,0,0,0,0
340091,2,0,0,0,1
340092,1,0,0,0,0
340094,1,0,0,0,0
340095,1,0,0,1,0
340096,1,0,0,0,0
340097,4,0,0,0,0
340098,1,0,0,0,0
340099,1,0,0,0,0
340101,6,0,0,0,0
340102,1,0,1,0,0
340103,2,0,1,0,1
340104,2,0,0,0,0
340105,6,0,0,0,0
340106,1,0,0,1,0
340107,1,0,0,0,0
340108,1,0,0,0,0
340109,0,1,0,0,0
340110,3,0,0,0,0
340111,6,0,0,0,0
340112,4,0,0,0,0
340113,2,0,0,0,0
340114,1,0,0,0,0
340115,9,0,0,0,0
340117,1,0,1,0,0
340118,1,0,0,0,0
340119,1,0,1,0,0
340120,1,0,0,0,0
340121,1,0,0,0,0
340122,0,0,0,0,1
340123,12,0,1,1,0
340124,5,0,0,0,0
340125,2,0,0,0,0
340126,2,0,0,0,0
340127,4,0,1,0,0
340128,11,0,1,1,0
340129,9,0,1,0,0
340130,2,0,0,0,0
340131,1,0,0,0,0
340132,4,0,1,0,0
340133,16,0,1,1,0
340134,2,0,0,0,0
340135,2,0,0,0,0
340136,1,0,0,0,0
340137,1,0,0,0,0
340138,1,0,0,1,0
340139,1,0,0,0,0
340140,1,0,0,0,0
340141,1,0,0,0,0
340142,1,0,0,0,0
340143,2,0,1,0,0
340144,1,0,0,0,0
340145,1,0,0,0,0
340146,2,0,0,0,0
340147,0,1,0,0,0
340148,1,0,0,0,0
340149,12,0,1,1,0
340150,13,0,1,1,0
340151,2,0,1,0,0
340152,2,0,0,0,0
340153,4,0,0,0,0
340154,12,0,1,1,0
340155,12,0,1,0,0
340156,10,0,0,1,0
340157,1,0,0,0,0
340158,1,0,0,0,0
340159,1,0,0,0,0
340160,2,0,0,0,0
340161,1,0,0,1,0
340162,7,0,0,0,0
340163,1,0,0,0,0
340164,1,0,0,0,0
340165,2,0,0,0,0
340166,12,0,1,1,0
340167,1,0,0,0,0
340168,1,0,0,0,0
340169,1,0,0,0,0
340170,2,0,0,0,0
340171,3,0,0,0,0
340172,12,0,1,1,0
340173,3,0,0,0,0
340174,2,0,0,0,0
340175,2,0,0,0,0
340176,0,0,0,0,1
340177,1,0,0,0,0
340178,2,0,0,0,0
340179,2,0,0,0,0
340180,1,0,0,0,0
340181,0,0,0,0,1
340182,1,0,0,1,0
340183,2,0,0,0,0
340184,1,0,0,0,0
340185,1,0,0,0,0
340186,2,0,0,0,0
340187,12,0,1,1,0
340188,2,0,0,4,0
340189,1,0,0,0,0
340190,2,0,0,0,0
340191,2,0,0,0,0
340192,1,0,0,0,0
340193,4,0,0,0,0
340194,3,0,0,0,0
340195,8,0,0,0,0
340196,4,0,0,0,0
340197,1,0,0,0,0
340198,3,0,0,0,0
340199,10,0,0,0,0
340200,6,0,0,0,0
340201,1,0,0,0,0
340202,1,0,0,0,0
340203,2,0,0,0,0
340204,1,0,0,0,0
340205,1,0,0,0,0
340206,3,0,0,0,0
340207,2,0,0,2,0
340208,1,0,0,0,0
340209,3,0,0,0,0
340210,1,0,0,0,0
340211,1,0,0,0,0
340212,1,0,0,0,0
340213,1,0,0,0,0
340214,1,0,1,0,0
340215,1,0,0,0,0
340217,2,0,0,0,0
340218,13,0,1,1,0
340219,1,0,0,0,0
340220,1,0,0,0,0
340221,12,0,1,1,0
340222,8,0,0,0,0
340223,0,1,0,0,0
340224,3,0,1,0,0
340225,5,0,0,0,0
340226,1,0,0,0,0
340227,2,0,0,0,0
340228,8,0,1,0,0
340229,7,0,1,0,0
340230,1,0,0,0,0
340231,4,0,0,0,0
340232,2,0,1,0,0
340233,12,0,1,1,0
340234,2,0,0,0,0
340235,4,0,0,0,0
340236,1,0,0,0,0
340238,1,0,0,0,0
340239,3,0,0,0,0
340240,12,0,1,1,0
340241,12,0,1,1,0
340242,0,0,0,0,1
340243,2,0,0,0,0
340244,4,0,0,0,0
340245,8,0,0,0,0
340246,5,0,0,0,0
340247,1,0,0,0,0
340248,1,0,1,0,0
340249,2,0,1,0,0
340250,1,0,0,0,0
340251,5,0,1,0,0
340252,1,0,0,0,0
340253,1,0,0,0,0
340254,8,0,0,0,0
340255,1,0,1,0,0
340256,6,0,0,0,0
340257,1,0,0,0,0
340258,3,0,1,0,0
340259,4,0,1,0,0
340260,4,0,0,0,0
340261,6,0,0,0,0
340262,7,0,1,0,0
340263,1,0,0,0,0
340264,5,0,0,0,0
340265,1,0,0,0,0
340266,3,0,1,0,0
340267,2,0,1,0,0
340268,1,0,0,0,0
340269,8,0,2,2,0
340270,2,0,0,0,0
340271,5,0,1,1,0
340272,2,0,0,1,0
340273,1,0,1,0,0
340274,4,0,0,0,0
340275,5,0,0,0,0
340276,6,0,1,1,0
340277,2,0,0,0,0
340279,4,0,1,1,0
340280,1,0,0,0,0
340281,2,0,0,0,0
340283,2,0,0,0,0
340284,1,0,0,0,0
340285,2,0,0,0,0
340286,1,0,0,0,0
340287,2,0,0,0,0
340288,0,0,0,0,1
340289,4,0,0,0,0
340290,1,0,0,0,0
340291,2,0,0,0,0
340292,2,0,0,0,0
340293,12,0,1,1,0
340294,1,0,0,0,0
340295,2,0,0,0,0
340297,1,0,0,0,0
340298,3,0,0,0,0
340299,7,0,1,0,0
340300,1,0,0,0,0
340301,2,0,0,0,0
340302,1,0,0,0,0
340303,1,0,0,0,0
340304,0,0,0,0,1
340305,1,0,0,0,0
340306,2,0,0,0,0
340307,0,1,0,0,0
340309,2,0,0,0,0
340310,1,0,0,0,0
340311,2,0,0,0,0
340312,1,0,0,0,0
340313,13,0,1,1,0
340314,1,0,0,0,0
340315,1,0,0,0,0
340316,1,0,0,0,0
340317,2,0,0,0,0
340318,1,0,0,0,0
340319,2,0,0,0,0
340320,2,0,0,0,0
340321,2,0,0,0,0
340322,7,0,1,0,0
340323,3,0,0,0,0
340324,3,0,1,0,0
340325,2,0,0,0,0
340326,1,0,0,0,0
340327,3,0,0,0,0
340328,4,0,1,0,0
340329,3,0,0,0,0
340330,3,0,1,0,0
340331,2,0,0,1,0
340332,1,0,1,0,0
340333,0,0,0,0,1
340334,1,0,0,0,0
340335,4,0,1,1,0
340336,1,0,0,0,0
340337,9,0,0,0,0
340338,1,0,0,0,0
340339,1,0,0,0,0
340340,1,0,0,0,0
340341,6,0,0,0,0
340342,8,0,1,0,0
340343,12,0,1,1,0
340344,1,0,0,0,0
340345,9,0,2,1,0
340346,1,0,1,0,0
340347,1,0,0,0,0
340348,2,0,0,0,0
340349,1,0,0,0,0
340350,3,0,0,0,0
340351,9,0,0,0,0
340352,13,0,1,1,0
340353,2,0,0,0,0
340354,1,0,0,0,0
340355,2,0,0,0,0
340356,3,0,0,0,0
340357,1,0,1,0,0
340358,12,0,1,1,0
340359,1,0,1,1,0
340360,2,0,0,0,0
340361,6,0,1,0,0
340362,9,0,0,0,0
340363,0,0,1,0,0
340364,2,0,0,0,0
340365,3,0,0,0,0
340366,1,0,0,0,0
340367,8,0,2,1,0
340368,2,0,0,0,0
340369,2,0,0,0,0
340370,1,0,0,0,0
340371,12,0,2,2,0
340372,3,0,0,0,0
340373,2,0,0,0,0
340374,2,0,0,0,0
340375,4,0,0,1,0
340376,1,0,0,1,0
340377,2,0,1,0,0
340378,1,1,0,0,0
340379,10,0,1,0,0
340380,1,0,0,0,0
340381,10,0,1,0,0
340382,2,0,0,0,0
340383,2,0,1,0,0
340384,1,0,0,0,0
340385,17,0,1,1,0
340386,0,1,0,0,0
340387,3,0,1,0,0
340388,12,0,1,1,0
340389,11,0,1,0,0
340390,6,0,1,0,0
340391,1,0,0,0,0
340392,15,0,3,1,0
340393,2,0,0,0,0
340394,1,0,0,0,0
340395,17,0,1,1,0
340396,2,0,1,0,0
340398,3,0,1,0,0
340399,12,0,1,1,0
340400,1,0,1,0,0
340401,0,0,0,0,1
340402,1,0,1,0,0
340403,6,0,0,0,0
340405,1,0,0,0,0
340406,12,0,1,1,0
340407,1,0,0,0,0
340408,1,0,0,0,0
340409,2,0,0,0,0
340411,3,0,0,0,0
340412,1,0,0,0,0
340413,0,0,0,0,2
340414,2,0,0,0,0
340415,8,0,0,0,0
340416,12,0,1,1,0
340417,1,0,0,0,0
340418,3,0,1,0,0
340419,6,0,1,0,0
340420,4,0,0,0,0
340421,2,0,0,0,0
340422,4,0,0,0,0
340423,1,0,0,0,0
340424,8,0,0,0,0
340425,2,0,0,0,0
340426,1,0,0,0,0
340427,2,0,0,0,0
340428,1,0,0,0,0
340429,1,0,0,0,0
340430,1,0,0,0,0
340431,1,0,0,0,0
340432,23,0,3,0,0
340433,6,0,1,0,0
340434,2,0,0,0,0
340435,8,0,1,0,0
340436,2,0,0,0,1
340437,2,0,1,0,0
340438,16,0,1,2,0
340439,1,0,0,0,0
340440,1,0,0,0,0
340441,2,0,0,0,0
340442,1,0,1,0,0
340443,1,0,1,0,0
340444,2,0,0,0,0
340445,3,0,0,0,0
340446,3,0,0,0,0
340447,1,0,0,0,0
340448,1,0,0,0,0
340449,2,0,0,0,0
340450,1,0,0,0,0
340451,1,0,0,0,0
340452,13,0,2,1,0
340453,4,0,1,0,0
340454,3,0,0,0,0
340455,1,0,0,0,0
340456,2,0,0,0,0
340457,1,0,0,0,0
340458,12,0,1,1,0
340459,0,0,0,0,1
340462,12,0,1,1,0
340463,1,0,0,0,0
340464,0,0,0,2,0
340465,1,0,0,0,0
340466,12,0,1,1,0
340467,1,0,1,0,0
340468,0,0,0,1,1
340469,1,0,1,0,0
340470,1,0,1,0,0
340472,9,0,0,0,0
340473,2,0,0,0,0
340474,1,0,1,0,0
340475,2,0,0,0,0
340476,2,0,0,0,0
340477,1,0,1,0,0
340478,0,0,0,0,2
340479,1,0,0,0,0
340480,2,0,0,3,0
340481,2,0,0,0,0
340482,0,0,0,0,1
340483,2,0,0,0,0
340484,2,0,0,0,0
340485,2,0,1,0,0
340486,2,0,0,0,0
340487,2,0,0,0,0
340488,6,0,1,0,0
340489,1,0,0,0,0
340490,1,0,0,0,0
340492,3,0,0,0,0
340493,0,0,0,0,1
340494,1,0,0,0,0
340495,1,0,0,0,0
340496,1,0,0,0,0
340497,1,0,0,0,0
340498,1,0,0,0,0
340499,2,0,0,0,0
340500,6,0,1,0,0
340501,1,0,0,0,0
340502,1,0,1,0,0
340503,1,0,0,0,0
340504,12,0,1,1,0
340505,1,0,0,0,0
340506,1,0,0,0,0
340507,2,0,0,0,0
340508,1,0,0,0,0
340509,0,0,0,0,1
340510,0,0,0,0,1
340511,0,0,0,0,2
340512,0,1,0,0,0
340513,2,0,1,0,0
340514,2,0,0,0,0
340515,2,0,0,0,0
340517,1,0,0,0,0
340518,2,0,0,0,0
340519,1,0,0,0,0
340520,1,0,0,0,0
340521,0,0,0,0,1
340522,1,0,1,0,0
340523,7,0,1,0,0
340524,2,0,0,0,0
340525,2,0,0,0,0
340526,1,0,0,0,0
340527,4,0,0,0,0
340528,12,0,1,1,0
340529,1,0,0,0,0
340530,7,0,0,0,0
340531,2,0,0,0,0
340532,2,0,0,0,0
350001,12,0,1,1,0
350002,1,0,0,1,0
350003,3,0,0,0,0
350004,9,0,0,0,0
350005,2,0,0,0,0
350006,12,0,1,0,0
350007,4,0,0,0,1
350008,15,0,2,2,0
350009,12,0,1,0,0
350010,0,0,0,0,1
350011,6,0,1,0,0
350012,2,0,0,0,0
350013,2,0,1,0,0
350014,17,0,2,0,0
350015,1,0,0,0,0
350016,15,0,0,0,0
350017,12,0,1,1,0
350019,2,0,0,0,0
350020,1,0,0,0,0
350021,0,1,0,0,0
350022,12,0,1,0,0
350023,23,0,2,2,0
350024,10,0,1,1,0
350025,12,0,1,0,0
350026,26,0,2,3,0
350027,1,0,0,0,0
350028,12,0,0,0,0
350029,17,0,1,2,0
350030,2,1,0,0,0
350031,6,0,1,0,0
350032,13,0,1,1,0
350033,1,0,0,0,0
350034,12,0,1,1,0
350035,12,0,0,0,0
350036,12,0,1,2,0
350037,3,0,0,0,0
350038,12,0,1,1,0
350039,1,0,0,0,0
350040,0,1,0,0,0
350041,12,0,1,0,0
350042,9,0,0,0,0
350043,12,0,1,1,0
350044,12,0,1,1,0
350046,5,0,1,1,0
350047,3,0,0,0,0
350048,12,0,0,0,0
350049,15,0,1,1,0
350050,12,0,1,1,0
350051,6,0,0,1,0
350052,23,0,2,2,0
350053,12,0,1,1,0
350054,12,0,1,1,0
350055,11,0,1,1,0
350056,14,0,0,0,0
350057,1,0,0,0,0
350058,11,0,0,0,0
350059,8,0,0,1,0
350060,12,0,1,0,0
350061,12,0,0,0,0
350062,10,0,0,2,0
350063,6,0,0,0,0
350064,12,0,0,0,0
350065,12,0,1,1,0
350066,0,0,0,0,1
350067,3,0,0,1,0
350068,7,0,0,0,0
350069,5,0,0,0,0
350070,4,0,0,0,0
350071,21,0,1,1,0
350072,14,0,1,1,0
350073,12,0,1,1,0
350074,12,0,1,1,0
350075,5,0,0,1,0
350076,13,0,1,1,0
350077,12,0,0,0,0
350078,12,0,0,0,0
350079,9,0,0,0,0
350080,5,0,0,0,0
350081,36,0,3,3,0
350082,12,0,1,1,0
350083,7,0,0,0,0
350084,1,0,0,0,0
350085,15,0,0,0,0
350086,3,0,1,1,0
350087,16,0,1,1,0
350088,12,0,1,1,0
350089,1,0,0,0,0
350090,15,0,0,0,0
350091,1,0,1,0,0
350092,12,0,1,1,0
350093,0,1,0,1,0
350094,2,0,0,0,0
350095,19,0,0,0,0
350096,13,1,0,0,0
350097,12,0,0,0,0
350098,12,0,1,0,0
350099,1,0,0,0,0
350100,0,0,0,0,1
350101,12,0,1,1,0
350102,12,0,1,1,0
350103,12,0,1,1,0
350104,14,0,2,2,0
350105,12,0,1,1,0
350106,19,0,0,1,0
350107,13,0,1,0,0
350108,12,0,1,1,0
350109,9,0,0,0,0
350110,3,0,0,0,0
350111,15,0,1,1,0
350112,12,0,1,1,0
350113,4,0,1,0,0
350114,12,0,0,0,0
350115,12,0,1,1,0
350116,2,0,1,0,0
350117,12,0,1,1,0
350118,13,0,0,0,0
350119,29,0,0,0,0
350120,3,0,0,1,0
350121,12,0,0,0,0
350122,12,0,1,1,0
350123,3,0,0,0,0
350124,12,0,0,0,0
350125,12,0,1,1,0
350126,21,0,2,0,0
350127,14,0,1,1,0
350128,1,0,0,0,0
350129,12,0,1,0,0
350130,7,0,1,0,0
350131,12,0,1,1,0
350132,2,0,0,0,0
350133,1,0,1,0,0
350134,6,0,0,0,0
350135,24,0,0,0,0
350136,12,0,1,0,0
350137,12,0,1,1,0
350138,4,0,0,2,0
350139,15,0,0,0,0
350140,12,0,1,1,0
350141,12,0,1,1,0
350142,13,0,0,0,0
350143,12,1,1,1,0
350144,1,0,0,0,0
350145,12,0,1,1,0
350146,24,0,0,0,0
350149,11,0,1,0,0
350150,12,0,0,0,0
350151,2,0,1,0,0
350152,19,0,0,0,0
350153,0,1,0,0,0
350154,12,0,1,0,0
350155,15,0,1,1,0
350156,9,0,0,0,0
350157,24,0,0,0,0
350158,12,0,0,0,0
350159,1,1,1,0,0
350160,11,0,0,0,0
350161,12,0,1,0,0
350162,4,0,0,0,0
350163,0,0,0,0,1
350164,12,0,0,0,0
350165,12,0,1,0,0
350166,8,0,1,1,0
350168,12,0,1,1,0
350169,0,0,0,0,1
350170,3,0,1,0,0
350171,0,0,0,0,1
350172,12,0,1,0,0
350173,0,1,0,0,0
350174,15,0,0,0,0
350175,24,0,2,1,0
350176,0,0,0,0,1
350177,12,0,0,0,0
350178,8,0,0,0,0
350179,1,0,0,0,0
350180,13,0,1,1,0
350181,12,0,1,1,0
350182,8,0,1,1,0
350183,12,0,0,0,0
350184,2,0,0,0,0
350185,17,0,2,2,0
350186,15,0,3,1,0
350187,12,0,0,0,0
350188,12,0,1,0,0
350189,12,0,1,1,0
350190,24,0,2,2,0
350191,12,0,1,1,0
350192,12,0,1,1,0
350193,13,0,1,1,0
350194,13,0,0,0,0
350195,12,0,1,1,0
350196,12,0,0,0,0
350197,17,0,0,0,0
350198,12,0,0,0,0
350199,3,0,0,0,0
350200,1,0,0,0,0
350201,14,0,0,0,0
350202,7,0,0,0,0
350203,10,0,0,0,0
